threshold,precision,recall
0.0,0.03480942938973342,1.0
0.00024312664580163954,0.03589985829003307,0.9620253164556962
0.0004862532916032791,0.037246339583868485,0.9177215189873418
0.0007293799374049186,0.040502793296089384,0.9177215189873418
0.0009725065832065582,0.04285714285714286,0.8924050632911392
0.0012156332290081976,0.045409674234945706,0.8734177215189873
0.0014587598748098372,0.048209854661467565,0.8607594936708861
0.0017018865206114768,0.05110602593440122,0.8481012658227848
0.0019450131664131164,0.05405405405405406,0.8354430379746836
0.002188139812214756,0.05682819383259912,0.8164556962025317
0.002188139812214756,0.05682819383259912,0.8164556962025317
0.037314282206459756,0.06875753920386007,0.36075949367088606
0.07244042460070475,0.0448318804483188,0.22784810126582278
0.10756656699494975,0.04244694132334582,0.21518987341772153
0.14269270938919473,0.04130162703379224,0.2088607594936709
0.17781885178343973,0.04020100502512563,0.20253164556962025
0.21294499417768473,0.0389937106918239,0.1962025316455696
0.24807113657192972,0.039240506329113925,0.1962025316455696
0.28319727896617475,0.03934010152284264,0.1962025316455696
0.31832342136041974,0.03939008894536213,0.1962025316455696
0.35344956375466474,0.039540816326530615,0.1962025316455696
0.38857570614890974,0.03841229193341869,0.189873417721519
0.42370184854315474,0.03841229193341869,0.189873417721519
0.45882799093739973,0.038461538461538464,0.189873417721519
0.49395413333164473,0.036036036036036036,0.17721518987341772
0.5290802757258897,0.036036036036036036,0.17721518987341772
0.5642064181201347,0.03612903225806452,0.17721518987341772
0.5993325605143798,0.03501945525291829,0.17088607594936708
0.6344587029086247,0.05263157894736842,0.15822784810126583
0.6695848453028697,0.2608695652173913,0.0379746835443038
0.6695848453028697,0.2608695652173913,0.0379746835443038
0.6706009943093278,0.2727272727272727,0.0379746835443038
0.671617143315786,0.3,0.0379746835443038
0.6726332923222442,0.3333333333333333,0.03164556962025317
0.6736494413287024,0.4,0.02531645569620253
0.6746655903351606,0.5,0.02531645569620253
0.6756817393416188,0.5714285714285714,0.02531645569620253
0.676697888348077,0.6666666666666666,0.02531645569620253
0.6777140373545352,0.8,0.02531645569620253
0.6787301863609934,0.8,0.02531645569620253
