threshold,precision,recall
0.00041471281635037865,0.02242822966507177,1.0
0.003206985029963905,0.022782503037667073,1.0
0.005999257243577432,0.023839796567069294,1.0
0.008791529457190958,0.025684931506849314,1.0
0.011583801670804484,0.027684249906472128,0.9866666666666667
0.01437607388441801,0.030415125359638306,0.9866666666666667
0.017168346098031535,0.033560090702947847,0.9866666666666667
0.01996061831164506,0.03657314629258517,0.9733333333333334
0.022752890525258588,0.03991252050300711,0.9733333333333334
0.025545162738872113,0.04366028708133971,0.9733333333333334
0.025545162738872113,0.04366028708133971,0.9733333333333334
0.05171549003562152,0.07555555555555556,0.9066666666666666
0.07788581733237093,0.10906040268456375,0.8666666666666667
0.10405614462912033,0.15,0.8
0.13022647192586972,0.18394648829431437,0.7333333333333333
0.15639679922261915,0.21645021645021645,0.6666666666666666
0.18256712651936854,0.2393617021276596,0.6
0.20873745381611797,0.28169014084507044,0.5333333333333333
0.23490778111286736,0.3274336283185841,0.49333333333333335
0.26107810840961676,0.38271604938271603,0.41333333333333333
0.28724843570636616,0.4576271186440678,0.36
0.31341876300311555,0.5208333333333334,0.3333333333333333
0.33958909029986495,0.5853658536585366,0.32
0.36575941759661434,0.5945945945945946,0.29333333333333333
0.39192974489336385,0.6363636363636364,0.28
0.41810007219011325,0.6333333333333333,0.25333333333333335
0.44427039948686264,0.6071428571428571,0.22666666666666666
0.47044072678361204,0.5833333333333334,0.18666666666666668
0.49661105408036144,0.5789473684210527,0.14666666666666667
0.5227813813771108,0.6470588235294118,0.14666666666666667
0.5227813813771108,0.6470588235294118,0.14666666666666667
0.5317975367502112,0.6428571428571429,0.12
0.5408136921233118,0.8,0.10666666666666667
0.5498298474964122,0.7777777777777778,0.09333333333333334
0.5588460028695127,0.7777777777777778,0.09333333333333334
0.5678621582426131,0.7142857142857143,0.06666666666666667
0.5768783136157136,0.7142857142857143,0.06666666666666667
0.585894468988814,0.6666666666666666,0.05333333333333334
0.5949106243619144,0.6,0.04
0.603926779735015,0.5,0.02666666666666667
