threshold,precision,recall
0.0,0.03480942938973342,1.0
0.0008966525515094023,0.0349634874972339,1.0
0.0017933051030188047,0.03525998661013167,1.0
0.002689957654528207,0.035457809694793535,1.0
0.0035866102060376093,0.03529947620132089,0.9810126582278481
0.004483262757547011,0.035046728971962614,0.9493670886075949
0.005379915309056414,0.03484995159728945,0.9113924050632911
0.006276567860565817,0.035218783351120594,0.8354430379746836
0.007173220412075219,0.04064771976206213,0.7784810126582279
0.00806987296358462,0.051982378854625554,0.7468354430379747
0.00806987296358462,0.051982378854625554,0.7468354430379747
0.020774711935292067,0.17120622568093385,0.5569620253164557
0.033479550906999514,0.2734375,0.4430379746835443
0.04618438987870696,0.3082191780821918,0.2848101265822785
0.05888922885041441,0.30303030303030304,0.189873417721519
0.07159406782212185,0.31645569620253167,0.15822784810126583
0.0842989067938293,0.3333333333333333,0.13924050632911392
0.09700374576553675,0.3275862068965517,0.12025316455696203
0.1097085847372442,0.35294117647058826,0.11392405063291139
0.12241342370895164,0.375,0.11392405063291139
0.13511826268065907,0.3333333333333333,0.08860759493670886
0.14782310165236656,0.3333333333333333,0.08227848101265822
0.160527940624074,0.3611111111111111,0.08227848101265822
0.17323277959578143,0.3939393939393939,0.08227848101265822
0.18593761856748886,0.3333333333333333,0.06329113924050633
0.19864245753919635,0.3333333333333333,0.06329113924050633
0.21134729651090378,0.3448275862068966,0.06329113924050633
0.22405213548261121,0.3333333333333333,0.056962025316455694
0.23675697445431865,0.32,0.05063291139240506
0.24946181342602614,0.34782608695652173,0.05063291139240506
0.24946181342602614,0.34782608695652173,0.05063291139240506
0.2712238373076109,0.4666666666666667,0.04430379746835443
0.29298586118919573,0.5384615384615384,0.04430379746835443
0.3147478850707805,0.5833333333333334,0.04430379746835443
0.3365099089523653,0.7777777777777778,0.04430379746835443
0.3582719328339501,0.7777777777777778,0.04430379746835443
0.38003395671553486,0.7777777777777778,0.04430379746835443
0.4017959805971197,0.75,0.0379746835443038
0.4235580044787045,0.75,0.0379746835443038
0.4453200283602893,1.0,0.03164556962025317
