threshold,precision,recall
0.0,0.024583333333333332,1.0
0.0009661953460041406,0.025786713286713288,1.0
0.0019323906920082812,0.02717900656044986,0.9830508474576272
0.0028985860380124216,0.028769841269841268,0.9830508474576272
0.0038647813840165623,0.030063291139240507,0.9661016949152542
0.004830976730020703,0.03249714937286203,0.9661016949152542
0.005797172076024843,0.035,0.9491525423728814
0.006763367422028984,0.038408779149519894,0.9491525423728814
0.007729562768033125,0.04201680672268908,0.9322033898305084
0.008695758114037265,0.04583333333333333,0.9322033898305084
0.008695758114037265,0.04583333333333333,0.9322033898305084
0.027477466619632324,0.3858267716535433,0.8305084745762712
0.04625917512522738,0.676056338028169,0.8135593220338984
0.06504088363082243,0.8275862068965517,0.8135593220338984
0.08382259213641749,0.8490566037735849,0.7627118644067796
0.10260430064201255,0.8666666666666667,0.6610169491525424
0.1213860091476076,0.8636363636363636,0.6440677966101694
0.14016771765320268,0.8974358974358975,0.5932203389830508
0.15894942615879773,0.9166666666666666,0.559322033898305
0.17773113466439278,0.9411764705882353,0.5423728813559322
0.19651284316998785,0.9354838709677419,0.4915254237288136
0.2152945516755829,0.9310344827586207,0.4576271186440678
0.23407626018117794,0.9629629629629629,0.4406779661016949
0.252857968686773,0.9615384615384616,0.423728813559322
0.2716396771923681,0.96,0.4067796610169492
0.2904213856979631,0.9565217391304348,0.3728813559322034
0.3092030942035582,0.9473684210526315,0.3050847457627119
0.32798480270915326,0.9411764705882353,0.2711864406779661
0.3467665112147483,0.9333333333333333,0.23728813559322035
0.36554821972034335,0.9166666666666666,0.1864406779661017
0.36554821972034335,0.9166666666666666,0.1864406779661017
0.3738649724540553,0.9166666666666666,0.1864406779661017
0.3821817251877673,0.9090909090909091,0.1694915254237288
0.39049847792147924,0.9,0.15254237288135594
0.3988152306551912,0.8888888888888888,0.13559322033898305
0.40713198338890316,0.875,0.11864406779661017
0.4154487361226151,0.8333333333333334,0.0847457627118644
0.4237654888563271,0.8333333333333334,0.0847457627118644
0.43208224159003905,0.8,0.06779661016949153
0.440398994323751,1.0,0.05084745762711865
